GeneID,Symbol,Chromosomes,GRCh38_start,GRCh38_stop
5709,PSMD3,17,39980807,39997959
5710,PSMD4,1,151254734,151267479
5711,PSMD5,9,120816053,120842922
5713,PSMD7,16,74296814,74306288
5714,PSMD8,19,38374571,38383824
5715,PSMD9,12,121888790,121918297
5716,PSMD10,X,108084207,108091542
5717,PSMD11,17,32444510,32483319
5718,PSMD12,17,67337916,67366577
5719,PSMD13,11,236976,252984
5720,PSME1,14,24136194,24138962
5721,PSME2,14,24143365,24146610
5723,PSPH,7,56011064,56051444
5724,PTAFR,1,28147166,28193856
5725,PTBP1,19,797452,812312
5726,TAS2R38,7,141972631,141973773
5727,PTCH1,9,95442980,95516971
5728,PTEN,10,87863625,87971930
5729,PTGDR,14,52267698,52280914
5730,PTGDS,9,136977504,136981742
5731,PTGER1,19,14472466,14475354
5732,PTGER2,14,52314312,52328598
5733,PTGER3,1,70852358,71047816
5734,PTGER4,5,40679915,40746800
5737,PTGFR,1,78490974,78540701
5738,PTGFRN,1,116909916,116990353
5739,PTGIR,19,46610687,46625089
5740,PTGIS,20,49503874,49568137
5741,PTH,11,13492054,13496181
5742,PTGS1,9,122370533,122395703
5743,PTGS2,1,186671791,186680423
5744,PTHLH,12,27958084,27972733
5745,PTH1R,3,46877721,46903799
5746,PTH2R,2,208359692,208494506
5747,PTK2,8,140657900,141002079
5753,PTK6,20,63528001,63537376
5754,PTK7,6,43076314,43161715
5756,TWF1,12,43793723,43806317
5757,PTMA,2,231708525,231713551
5763,PTMS,12,6766363,6770952
5764,PTN,7,137227341,137343733
5768,QSOX1,1,180154869,180204030
5770,PTPN1,20,50510383,50585241
5771,PTPN2,18,12785478,12884237
5774,PTPN3,9,109375694,109538420
5775,PTPN4,2,119759922,119984899
5777,PTPN6,12,6946577,6961316
5778,PTPN7,1,202147013,202161588
5780,PTPN9,15,75463251,75579315
5781,PTPN11,12,112418947,112509918
5782,PTPN12,7,77537295,77640069
5783,PTPN13,4,86594315,86815161
5784,PTPN14,1,214348700,214551602
5786,PTPRA,20,2864184,3038669
5787,PTPRB,12,70515870,70637429
5788,PTPRC,1,198638713,198757476
5789,PTPRD,9,8314246,10613002
5790,PTPRCAP,11,67435510,67437682
5791,PTPRE,10,127907103,128085855
5792,PTPRF,1,43522051,43623666
5793,PTPRG,3,61561571,62297609
5794,PTPRH,19,55181247,55209501
5795,PTPRJ,11,47980559,48170839
5796,PTPRK,6,127968785,128520599
5797,PTPRM,18,7567316,8406856
5798,PTPRN,2,219289623,219309401
5799,PTPRN2,7,157539056,158587823
5800,PTPRO,12,15322508,15598331
5801,PTPRR,12,70638073,70920738
5802,PTPRS,19,5205508,5340812
5803,PTPRZ1,7,121873161,122062036
5805,PTS,11,112226428,112233973
5806,PTX3,3,157436850,157443633
5810,RAD1,5,34905260,34915504
5813,PURA,5,140114109,140125619
5814,PURB,7,44876299,44885530
5816,PVALB,22,36800703,36819499
5817,PVR,19,44643910,44666162
5818,NECTIN1,11,119638098,119729200
5819,NECTIN2,19,44846297,44889223
5822,PWP2,21,44107399,44131181
5824,PEX19,1,160276807,160285151
5825,ABCD3,1,94385131,94518663
5826,ABCD4,14,74285269,74302934
5827,PXMP2,12,132687587,132704985
5828,PEX2,8,76980258,77001044
5829,PXN,12,120210447,120265730
5830,PEX5,12,7188653,7218574
5831,PYCR1,17,81932391,81937300
5832,ALDH18A1,10,95605941,95656711
5833,PCYT2,17,81900958,81911399
5834,PYGB,20,25248085,25298012
5836,PYGL,14,50905217,50944483
5837,PYGM,11,64746389,64760715
5858,PZP,12,9136472,9208395
5859,QARS1,3,49095932,49104757
5860,QDPR,4,17486395,17512090
5861,RAB1A,2,65086854,65130106
5862,RAB2A,8,60516910,60623644
5863,RGL2,6,33291654,33301612
5864,RAB3A,19,18196784,18204042
5865,RAB3B,1,51907956,51990700
5866,RAB3IL1,11,61897301,61946323
5867,RAB4A,1,229271111,229305894
5868,RAB5A,3,19947097,19985175
5869,RAB5B,12,55973949,55996683
5870,RAB6A,11,73675638,73761074
5871,MAP4K2,11,64784918,64803214
5872,RAB13,1,153981650,153990708
5873,RAB27A,15,55202966,55289813
5874,RAB27B,18,54717857,54895516
5875,RABGGTA,14,24265538,24271627
5876,RABGGTB,1,75786194,75795090
5877,RABIF,1,202878282,202889149
5878,RAB5C,17,42124979,42154989
5879,RAC1,7,6374527,6403967
5880,RAC2,22,37225270,37244269
5881,RAC3,17,82031678,82034204
5883,RAD9A,11,67391986,67398412
5884,RAD17,5,69369293,69414801
5885,RAD21,8,116845934,116874776
5886,RAD23A,19,12945862,12953642
5887,RAD23B,9,107283279,107332194
5888,RAD51,15,40694733,40732340
5889,RAD51C,17,58692573,58735611
5890,RAD51B,14,67819779,68683096
5891,MOK,14,102214596,102305164
5892,RAD51D,17,35092221,35119860
5893,RAD52,12,911736,991122
5894,RAF1,3,12583601,12664117
5896,RAG1,11,36510353,36579762
5897,RAG2,11,36590996,36598236
5898,RALA,7,39623572,39708120
5899,RALB,2,120240070,120294710
5900,RALGDS,9,133097722,133149210
5901,RAN,12,130872066,130877678
5902,RANBP1,22,20116104,20127355
5903,RANBP2,2,108719482,109842301
5905,RANGAP1,22,41244779,41302369
5906,RAP1A,1,111542009,111716691
5908,RAP1B,12,68610899,68671901
5909,RAP1GAP,1,21596221,21669357
5910,RAP1GDS1,4,98261384,98443858
5911,RAP2A,13,97434169,97469128
5912,RAP2B,3,153162226,153170627
5913,RAPSN,11,47437764,47449136
5914,RARA,17,40309180,40357643
5915,RARB,3,24829321,25597932
5916,RARG,12,53210569,53232209
5917,RARS1,5,168486471,168519301
5918,RARRES1,3,158696892,158732457
5919,RARRES2,7,150338329,150341629
5920,PLAAT4,11,63536808,63546458
5921,RASA1,5,87267883,87391916
5922,RASA2,3,141487027,141615344
5923,RASGRF1,15,78959906,79090780
5924,RASGRF2,5,80960363,81230162
5925,RB1,13,48303751,48481890
5926,ARID4A,14,58298555,58373876
5927,KDM5A,12,280057,389320
5928,RBBP4,1,32651208,32686211
5929,RBBP5,1,205086142,205121978
5930,RBBP6,16,24539566,24572863
5931,RBBP7,X,16844341,16870362
5932,RBBP8,18,22914139,23026486
5933,RBL1,20,36996349,37095997
5934,RBL2,16,53434471,53491648
5935,RBM3,X,48574484,48581162
5936,RBM4,11,66638703,66668380
5937,RBMS1,2,160272151,160493807
5939,RBMS2,12,56520405,56596193
5940,RBMY1A1,Y,21534879,21559683
5947,RBP1,3,139517438,139539742
5948,RBP2,3,139452884,139476516
5949,RBP3,10,47348363,47357881
5950,RBP4,10,93591694,93601744
5954,RCN1,11,32091074,32105722
5955,RCN2,15,76931749,76954393
5956,OPN1LW,X,154144243,154159032
5957,RCVRN,17,9896320,9905271
5959,RDH5,12,55720393,55724705
5961,PRPH2,6,42696598,42722597
5962,RDX,11,110174922,110296614
5965,RECQL,12,21468910,21501635
5966,REL,2,60881574,60931612
5967,REG1A,2,79120488,79123409
5968,REG1B,2,79085023,79087993
5970,RELA,11,65653601,65662916
5971,RELB,19,45001464,45038192
5972,REN,1,204154819,204166337
5973,RENBP,X,153935269,153944643
5976,UPF1,19,18831959,18868230
5977,DPF2,11,65333852,65354262
5978,REST,4,56907900,56935844
5979,RET,10,43077069,43130351
5980,REV3L,6,111299033,111483711
5981,RFC1,4,39287456,39366362
5982,RFC2,7,74231502,74254399
5983,RFC3,13,33818149,33977377
5984,RFC4,3,186789900,186806482
5985,RFC5,12,118016703,118041448
5986,RFNG,17,82047902,82051811
5987,TRIM27,6,28903002,28923985
5988,RFPL1,22,29387909,29442455
5989,RFX1,19,13961530,14006816
5990,RFX2,19,5993164,6110500
5991,RFX3,9,3218297,3526001
5992,RFX4,12,106583004,106762803
5993,RFX5,1,151340640,151347252
5994,RFXAP,13,36819222,36829104
5995,RGR,10,84245053,84259960
5996,RGS1,1,192575773,192580024
5997,RGS2,1,192809039,192812275
5998,RGS3,9,113444730,113597738
5999,RGS4,1,163068871,163076802
6000,RGS7,1,240774742,241357230
6001,RGS10,10,119499817,119542719
6002,RGS12,4,3285891,3439913
6003,RGS13,1,192636147,192660311
6004,RGS16,1,182598623,182604389
6005,RHAG,6,49605175,49636839
6006,RHCE,1,25362249,25430203
6007,RHD,1,25272486,25330445
6009,RHEB,7,151466012,151519895
6010,RHO,3,129528639,129535344
6011,GRK1,13,113648199,113737736
6013,RLN1,9,5334930,5340916
6014,RIT2,18,42743227,43115685
6015,RING1,6,33208500,33212716
6016,RIT1,1,155897808,155911349
6017,RLBP1,15,89209869,89221579
6018,RLF,1,40161387,40240921
6019,RLN2,9,5299864,5339326
6035,RNASE1,14,20801228,20802844
6036,RNASE2,14,20955487,20956436
6037,RNASE3,14,20891385,20892348
6038,RNASE4,14,20684560,20701216
6039,RNASE6,14,20781070,20782467
6041,RNASEL,1,182573634,182589256
6045,RNF2,1,185045558,185102603
6046,BRD2,6,32968594,32981505
6047,RNF4,4,2469106,2515857
6048,RNF5,6,32178405,32180793
6049,RNF6,13,26132115,26223085
6050,RNH1,11,494515,507242
6051,RNPEP,1,201982648,202006143
6059,ABCE1,4,145098311,145129524
6091,ROBO1,3,78597239,79767998
6092,ROBO2,3,75906675,77649964
6093,ROCK1,18,20946906,21111813
6094,ROM1,11,62613257,62615116
6095,RORA,15,60488284,61229302
6096,RORB,9,74497335,74693177
6097,RORC,1,151806071,151831802
6098,ROS1,6,117287353,117425942
6100,RP9,7,33094797,33109404
6101,RP1,8,54559185,54871234
6102,RP2,X,46837043,46882358
6103,RPGR,X,38269163,38327509
6117,RPA1,17,1830005,1900082
6118,RPA2,1,27891524,27914797
6119,RPA3,7,7636518,7718607
6120,RPE,2,210002638,210022260
6121,RPE65,1,68428822,68449954
6122,RPL3,22,39312882,39319623
6123,RPL3L,16,1943974,1954689
6124,RPL4,15,66498015,66504855
6125,RPL5,1,92831986,92841924
6128,RPL6,12,112405181,112418835
6129,RPL7,8,73290242,73294466
6130,RPL7A,9,133348218,133351426
6132,RPL8,8,144789769,144792390
6133,RPL9,4,39454124,39458922
6134,RPL10,X,154398065,154402339
6135,RPL11,1,23691779,23696835
6136,RPL12,9,127447674,127451406
6137,RPL13,16,89560657,89566829
6138,RPL15,3,23916545,23924631
6139,RPL17,18,49488481,49492465
6141,RPL18,19,48615331,48619178
6142,RPL18A,19,17859910,17863319
6143,RPL19,17,39200283,39204732
6144,RPL21,13,27251558,27256568
6146,RPL22,1,6185020,6199595
6147,RPL23A,17,28719985,28724359
6150,MRPL23,11,1947332,2014944
6152,RPL24,3,101681091,101686718
6154,RPL26,17,8377516,8383193
6155,RPL27,17,42998273,43002959
6156,RPL30,8,98041721,98045545
6157,RPL27A,11,8682792,8689872
6158,RPL28,19,55385932,55403342
6159,RPL29,3,51993522,51995895
6160,RPL31,2,101002289,101019724
6161,RPL32,3,12834485,12841582
6164,RPL34,4,108620576,108630484
6165,RPL35A,3,197950190,197956610
6166,RPL36AL,14,49618530,49620626
6167,RPL37,5,40825262,40835222
6168,RPL37A,2,216498844,216504086
6169,RPL38,17,74203678,74210655
6170,RPL39,X,119786504,119791630
6171,RPL41,12,56116633,56117967
6173,RPL36A,X,101391011,101396155
6175,RPLP0,12,120196699,120201111
6176,RPLP1,15,69452818,69456205
6181,RPLP2,11,809967,812876
6182,MRPL12,17,81703367,81707517
6183,MRPS12,19,38930944,38933168
6184,RPN1,3,128619969,128650818
6185,RPN2,20,37179330,37241619
6187,RPS2,16,1962058,1964826
6188,RPS3,11,75399518,75422302
6189,RPS3A,4,151099628,151104642
6191,RPS4X,X,72272042,72277248
6192,RPS4Y1,Y,2841602,2867268
6193,RPS5,19,58387269,58394804
6194,RPS6,9,19375715,19380236
6195,RPS6KA1,1,26529761,26575025
6196,RPS6KA2,6,166409364,166862773
6197,RPS6KA3,X,20149911,20267097
6198,RPS6KB1,17,59893121,59950574
6199,RPS6KB2,11,67428494,67435401
6201,RPS7,2,3575260,3580920
6202,RPS8,1,44775540,44778779
6203,RPS9,19,54200858,54207647
6204,RPS10,6,34417454,34426069
6205,RPS11,19,49496434,49499708
6206,RPS12,6,132814569,132817564
6207,RPS13,11,17074388,17077667
6208,RPS14,5,150442635,150449739
6209,RPS15,19,1438396,1440495
6210,RPS15A,16,18781295,18790334
6217,RPS16,19,39433137,39435949
6218,RPS17,15,82536750,82540457
6222,RPS18,6,33272075,33276511
6223,RPS19,19,41860255,41872925
6224,RPS20,8,56067254,56074506
6227,RPS21,20,62387103,62388520
6228,RPS23,5,82273320,82278354
6229,RPS24,10,78033863,78056806
6230,RPS25,11,119015717,119018343
6231,RPS26,12,56041918,56044697
6232,RPS27,1,153990762,153992155
6233,RPS27A,2,55231903,55235853
6234,RPS28,19,8321496,8323340
6235,RPS29,14,49570988,49598710
6236,RRAD,16,66921685,66925535
6237,RRAS,19,49635292,49640143
6238,RRBP1,20,17613679,17682242
6239,RREB1,6,7107743,7251980
6240,RRM1,11,4094685,4138932
6241,RRM2,2,10122568,10211010
6242,RTKN,2,74425835,74441937
6247,RS1,X,18639688,18672108
6248,RSC1A1,1,15659713,15662033
6249,CLIP1,12,122271469,122422956
6251,RSU1,10,16590611,16817424
6252,RTN1,14,59595976,59870776
6253,RTN2,19,45485294,45497047
6256,RXRA,9,134326455,134440585
6257,RXRB,6,33193588,33200853
6258,RXRG,1,165400922,165445126
6259,RYK,3,134157133,134250859
6261,RYR1,19,38433691,38587564
6262,RYR2,1,237042184,237833988
6263,RYR3,15,33310967,33866102
6271,S100A1,1,153628434,153632039
6272,SORT1,1,109309575,109397918
6273,S100A2,1,153561108,153565844
6274,S100A3,1,153547329,153549258
6275,S100A4,1,153543621,153545806
6276,S100A5,1,153537147,153543685
6277,S100A6,1,153534599,153535991
6278,S100A7,1,153457744,153460651
6279,S100A8,1,153390032,153422583
6280,S100A9,1,153357854,153361023
6281,S100A10,1,151982915,151993859
6282,S100A11,1,152032506,152037004
6283,S100A12,1,153373711,153375621
6284,S100A13,1,153618799,153634361
6285,S100B,21,46598604,46605082
6286,S100P,4,6693878,6697170
6288,SAA1,11,18266264,18269967
6289,SAA2,11,18238236,18248668
6291,SAA4,11,18231355,18236802
6293,VPS52,6,33250272,33271965
6294,SAFB,19,5623083,5668478
6295,SAG,2,233307816,233347055
6296,ACSM3,16,20674405,20797581
6297,SALL2,14,21521080,21537121
6299,SALL1,16,51135982,51152334
6300,MAPK12,22,50252901,50261683
6301,SARS1,1,109213893,109238182
6302,TSPAN31,12,57745039,57750219
6303,SAT1,X,23783173,23786210
6304,SATB1,3,18345377,18445592
6305,SBF1,22,50445000,50475035
6307,MSMO1,4,165327669,165343164
6309,SC5D,11,121292771,121313410
6310,ATXN1,6,16299112,16761460
6311,ATXN2,12,111452214,111599673
6314,ATXN7,3,63863144,64003462
6317,SERPINB3,18,63655197,63661893
6318,SERPINB4,18,63637259,63644256
6319,SCD,10,100347233,100364826
6320,CLEC11A,19,50723364,50725708
6322,SCML1,X,17737128,17754985
6323,SCN1A,2,165984641,166149161
6324,SCN1B,19,35030470,35040449
6326,SCN2A,2,165239414,165392304
6327,SCN2B,11,118162806,118176639
6328,SCN3A,2,165087526,165204050
6329,SCN4A,17,63938554,63972918
6330,SCN4B,11,118133377,118152823
6331,SCN5A,3,38548062,38649687
6332,SCN7A,2,166403573,166494249
6334,SCN8A,12,51591233,51812864
6335,SCN9A,2,166195185,166375987
6336,SCN10A,3,38696807,38816217
6337,SCNN1A,12,6346847,6377359
6338,SCNN1B,16,23278231,23381294
6339,SCNN1D,1,1280436,1292025
6340,SCNN1G,16,23182745,23216883
6341,SCO1,17,10672474,10697533
6342,SCP2,1,52927276,53051698
6343,SCT,11,626309,627181
6344,SCTR,2,119439843,119524483
6345,SRL,16,4189374,4242080
6346,CCL1,17,34360328,34363233
6347,CCL2,17,34255285,34257203
6348,CCL3,17,36088256,36090143
6351,CCL4,17,36103827,36105614
6352,CCL5,17,35871491,35880360
6354,CCL7,17,34270221,34272242
6355,CCL8,17,34319435,34321402
6356,CCL11,17,34285742,34288334
6357,CCL13,17,34356480,34358610
6358,CCL14,17,35983288,35986729
6359,CCL15,17,35997582,36001553
6360,CCL16,17,35976499,35981497
6361,CCL17,16,57396093,57416063
6362,CCL18,17,36064272,36072032
6363,CCL19,9,34689570,34691276
6364,CCL20,2,227813842,227817556
6366,CCL21,9,34709005,34710136
6367,CCL22,16,57357909,57366189
6368,CCL23,17,36013058,36017972
6369,CCL24,7,75810825,75823372
6370,CCL25,19,8052341,8062650
6372,CXCL6,4,73836678,73838760
6373,CXCL11,4,76033682,76036070
6374,CXCL5,4,73995642,73998677
6375,XCL1,1,168576605,168582069
6376,CX3CL1,16,57372490,57385044
6382,SDC1,2,20200797,20225475
6383,SDC2,8,96493813,96611790
6385,SDC4,20,45325288,45348424
6386,SDCBP,8,58553261,58582858
6387,CXCL12,10,44370165,44385097
6388,SDF2,17,28648346,28662194
6389,SDHA,5,218320,268746
6390,SDHB,1,17018722,17054032
6391,SDHC,1,161314381,161375340
6392,SDHD,11,112086873,112095794
6396,SEC13,3,10300931,10321112
6397,SEC14L1,17,77088685,77217101
6398,SECTM1,17,82321024,82333959
6399,TRAPPC2,X,13712245,13734620
6400,SEL1L,14,81471547,81533853
6401,SELE,1,169722640,169734079
6402,SELL,1,169690667,169711620
6403,SELP,1,169588849,169630124
6404,SELPLG,12,108621895,108633894
6405,SEMA3F,3,50155058,50189075
6406,SEMG1,20,45207033,45209768
6407,SEMG2,20,45221373,45224458
6414,SELENOP,5,42799880,42811892
6415,SELENOW,19,47778703,47784682
6416,MAP2K4,17,12020877,12143828
6418,SET,9,128683424,128696396
6419,SETMAR,3,4303369,4317265
6421,SFPQ,1,35176380,35193145
6422,SFRP1,8,41261962,41309473
6423,SFRP2,4,153780591,153789083
6424,SFRP4,7,37905932,37916817
6425,SFRP5,10,97766751,97771999
6426,SRSF1,17,57989038,58007246
6427,SRSF2,17,76734115,76737411
6428,SRSF3,6,36594362,36605600
6429,SRSF4,1,29147743,29181900
6430,SRSF5,14,69767142,69772005
6431,SRSF6,20,43457896,43464243
6432,SRSF7,2,38743599,38751494
6433,SFSWAP,12,131711090,131799738
6434,TRA2B,3,185914558,185938014
6439,SFTPB,2,85657307,85668741
6440,SFTPC,8,22157383,22164479
6441,SFTPD,10,79937740,79982383
6442,SGCA,17,50166005,50175928
6443,SGCB,4,52020706,52038299
6444,SGCD,5,155727832,156767788
6445,SGCG,13,23160508,23325162
6446,SGK1,6,134169256,134318112
6447,SCG5,15,32641710,32697092
6448,SGSH,17,80200673,80220333
6449,SGTA,19,2754715,2783273
6450,SH3BGR,21,39445865,39515506
6451,SH3BGRL,X,81202102,81298547
6452,SH3BP2,4,2793085,2841096
6453,ITSN1,21,33642501,33899861
6455,SH3GL1,19,4360370,4400547
6456,SH3GL2,9,17579066,17797124
6457,SH3GL3,15,83447341,83633820
6461,SHB,9,37915898,38069227
6462,SHBG,17,7614064,7633372
6464,SHC1,1,154962298,154974376
6468,FBXW4,10,101610666,101695295
6469,SHH,7,155799980,155812463
6470,SHMT1,17,18327873,18363550
6472,SHMT2,12,57229711,57234935
6473,SHOX,"X,Y",624344,659411
6473,SHOX,"X,Y",624344,659411
6474,SHOX2,3,158095905,158106420
6476,SI,3,164978898,165157921
6477,SIAH1,16,48360531,48387246
6478,SIAH2,3,150741125,150763169
6480,ST6GAL1,3,186930526,187078553
6482,ST3GAL1,8,133454848,133571887
6483,ST3GAL2,16,70375977,70439100
6484,ST3GAL4,11,126355686,126414638
6487,ST3GAL3,1,43707536,43931159
6489,ST8SIA1,12,22193391,22334707
6490,PMEL,12,55954105,55966709
6491,STIL,1,47250139,47314896
6492,SIM1,6,100385009,100464921
6493,SIM2,21,36699115,36749917
6494,SIPA1,11,65638101,65650912
6495,SIX1,14,60643421,60649477
6496,SIX3,2,44941702,44946071
6497,SKI,1,2228319,2310213
6498,SKIL,3,170357715,170396849
6499,SKIC2,6,31959175,31969751
6500,SKP1,5,134148935,134176950
6502,SKP2,5,36152111,36193530
6503,SLA,8,133036728,133102602
6504,SLAMF1,1,160608106,160647044
6505,SLC1A1,9,4490468,4587469
6506,SLC1A2,11,35251205,35420507
6507,SLC1A3,5,36606606,36688334
6508,SLC4A3,2,219627630,219641971
6509,SLC1A4,2,64988479,65023865
6510,SLC1A5,19,46774883,46788594
6511,SLC1A6,19,14950033,15010643
6512,SLC1A7,1,53087183,53142638
6513,SLC2A1,1,42925353,42958868
6514,SLC2A2,3,170996347,171026720
6515,SLC2A3,12,7919230,7936187
6517,SLC2A4,17,7281718,7288257
6518,SLC2A5,1,9035106,9094195
6519,SLC3A1,2,44275480,44322437
6520,SLC3A2,11,62856109,62888860
6521,SLC4A1,17,44248390,44268135
6522,SLC4A2,7,151058200,151076527
6523,SLC5A1,22,32043261,32113029
6524,SLC5A2,16,31483123,31490769
6525,SMTN,22,31064118,31104624
6526,SLC5A3,21,34073578,34106260
6527,SLC5A4,22,32218464,32355063
6528,SLC5A5,19,17871945,17895174
6529,SLC6A1,3,10992748,11039247
6530,SLC6A2,16,55655988,55706192
6531,SLC6A3,5,1392794,1445440
6532,SLC6A4,17,30194319,30235697
6533,SLC6A6,3,14402576,14489349
6534,SLC6A7,5,150190062,150211063
6535,SLC6A8,X,153687926,153696593
6536,SLC6A9,1,43996483,44031462
6538,SLC6A11,3,10816228,10940714
6539,SLC6A12,12,183848,214157
6540,SLC6A13,12,220622,262836
6541,SLC7A1,13,29509414,29595688
6542,SLC7A2,8,17494069,17570566
6543,SLC8A2,19,47428017,47471893
6545,SLC7A4,22,21028718,21032561
6546,SLC8A1,2,40097270,40512435
6547,SLC8A3,14,70044215,70189405
6548,SLC9A1,1,27098809,27155125
6549,SLC9A2,2,102619553,102711355
6550,SLC9A3,5,470456,524449
6553,SLC9A5,16,67248979,67272191
6554,SLC10A1,14,69775416,69797241
6555,SLC10A2,13,103043998,103066417
6556,SLC11A1,2,218382273,218396894
6557,SLC12A1,15,48206302,48304078
6558,SLC12A2,5,128083766,128189677
6559,SLC12A3,16,56865207,56915850
6560,SLC12A4,16,67943474,67968694
6561,SLC13A1,7,123113531,123199971
6563,SLC14A1,18,45724181,45752520
6564,SLC15A1,13,98683801,98752672
6565,SLC15A2,3,121894401,121944188
6566,SLC16A1,1,112911847,112956196
6567,SLC16A2,X,74421493,74533916
6568,SLC17A1,6,25723743,25832052
6569,SLC34A1,5,177384434,177412021
6570,SLC18A1,8,20144855,20183136
6571,SLC18A2,10,117241114,117279430
6572,SLC18A3,10,49610310,49612720
6573,SLC19A1,21,45502517,45563025
6574,SLC20A1,2,112645939,112663825
6575,SLC20A2,8,42416475,42541954
6576,SLC25A1,22,19175581,19178736
6578,SLCO2A1,3,133932701,134029925
6579,SLCO1A2,12,21264600,21419634
6580,SLC22A1,6,160121815,160158718
6581,SLC22A3,6,160348378,160452577
6582,SLC22A2,6,160216755,160258821
6583,SLC22A4,5,132294394,132344190
6584,SLC22A5,5,132369710,132395612
6585,SLIT1,10,96998038,97185959
6586,SLIT3,5,168661740,169301139
6588,SLN,11,107707378,107712056
6590,SLPI,20,45252239,45254564
6591,SNAI2,8,48917598,48921429
6594,SMARCA1,X,129446506,129523490
6595,SMARCA2,9,2015347,2193624
6596,HLTF,3,149030063,149086533
6597,SMARCA4,19,10961030,11062273
6598,SMARCB1,22,23786966,23838009
6599,SMARCC1,3,47585269,47781893
6601,SMARCC2,12,56162359,56189483
6602,SMARCD1,12,50085342,50100707
6603,SMARCD2,17,63832081,63842685
6604,SMARCD3,7,151238780,151277149
6605,SMARCE1,17,40624962,40647818
6606,SMN1,5,70924941,70966375
6607,SMN2,5,70049523,70090528
6608,SMO,7,129188633,129213545
6609,SMPD1,11,6390474,6394996
6610,SMPD2,6,109440724,109443919
6611,SMS,X,21940709,21994837
6612,SUMO3,21,44805617,44818062
6613,SUMO2,17,75165586,75182959
6614,SIGLEC1,20,3686970,3712600
6615,SNAI1,20,49982980,49988886
6616,SNAP25,20,10218830,10307418
6617,SNAPC1,14,61762420,61796428
6618,SNAPC2,19,7920338,7923250
6619,SNAPC3,9,15422876,15466735
6620,SNCB,5,176620082,176630534
6621,SNAPC4,9,136375571,136400170
6622,SNCA,4,89724099,89838304
6623,SNCG,10,86955759,86963258
6624,FSCN1,7,5592816,5606655
6625,SNRNP70,19,49085451,49108604
6626,SNRPA,19,40751203,40765389
6627,SNRPA1,15,101281510,101295248
6628,SNRPB,20,2461642,2470789
6629,SNRPB2,20,16730026,16742564
6631,SNRPC,6,34757505,34773857
6632,SNRPD1,18,21612314,21633520
6633,SNRPD2,19,45687454,45692316
6634,SNRPD3,22,24555650,24574971
6635,SNRPE,1,203861599,203871152
6636,SNRPF,12,95858952,95866140
6637,SNRPG,2,70281362,70293740
6638,SNRPN,15,24823637,24978723
6640,SNTA1,20,33407957,33443763
6641,SNTB1,8,120535756,120812046
6642,SNX1,15,64095982,64144231
6643,SNX2,5,122774996,122834543
6645,SNTB2,16,69187164,69309052
6646,SOAT1,1,179293797,179358680
6647,SOD1,21,31659693,31668931
6648,SOD2,6,159669069,159762281
6649,SOD3,4,24795573,24800842
6650,CAPN15,16,527712,554636
6651,SON,21,33543038,33577481
6652,SORD,15,45023195,45077185
6653,SORL1,11,121452314,121633763
6654,SOS1,2,38981549,39124868
6655,SOS2,14,50117130,50231882
6656,SOX1,13,112067149,112071706
6657,SOX2,3,181711925,181714436
6658,SOX3,X,140502985,140505069
6659,SOX4,6,21593751,21598619
6660,SOX5,12,23529504,24562650
6662,SOX9,17,72121020,72126416
6663,SOX10,22,37972312,37984555
6664,SOX11,2,5692384,5701385
6665,SOX15,17,7588178,7590094
6666,SOX12,20,325552,330224
6667,SP1,12,53380176,53416446
6668,SP2,17,47896236,47931731
6670,SP3,2,173900775,173965702
6671,SP4,7,21428083,21514822
6672,SP100,2,230416201,230545606
6674,SPAG1,8,100158038,100241904
6675,UAP1,1,162561531,162601240
6676,SPAG4,20,35615829,35621094
6677,SPAM1,7,123925241,123971414
6678,SPARC,5,151661096,151686915
6683,SPAST,2,32063556,32157637
6687,SPG7,16,89508388,89557768
6688,SPI1,11,47354860,47395607
6689,SPIB,19,50418938,50431314
6690,SPINK1,5,147824582,147839196
6691,SPINK2,4,56809860,56821869
6692,SPINT1,15,40844048,40858207
6693,SPN,16,29662963,29670876
6694,SPP2,2,234050702,234077134
6695,SPOCK1,5,136975298,137499326
6696,SPP1,4,87975714,87983411
6697,SPR,2,72887408,72892158
6698,SPRR1A,1,152984081,152985814
6699,SPRR1B,1,153031203,153032900
6700,SPRR2A,1,153056120,153057512
6701,SPRR2B,1,153070226,153087799
6703,SPRR2D,1,153039732,153041120
6704,SPRR2E,1,153093135,153094526
6705,SPRR2F,1,153112121,153119468
6706,SPRR2G,1,153149582,153203278
6707,SPRR3,1,153001749,153003856
6708,SPTA1,1,158610704,158686715
6709,SPTAN1,9,128552587,128633662
6710,SPTB,14,64746283,64879907
6711,SPTBN1,2,54456327,54671446
6712,SPTBN2,11,66682497,66744682
6713,SQLE,8,124998505,125022283
6714,SRC,20,37344699,37406050
6715,SRD5A1,5,6633440,6674386
6716,SRD5A2,2,31522480,31663009
6717,SRI,7,88205115,88226976
6718,AKR1D1,7,138076459,138118305
6720,SREBF1,17,17811334,17836986
6721,SREBF2,22,41833105,41907305
6722,SRF,6,43171269,43181506
6723,SRM,1,11054589,11060018
6725,SRMS,20,63538489,63547749
6726,SRP9,1,225777826,225790464
6727,SRP14,15,40035690,40039202
6728,SRP19,5,112861287,112898371
6729,SRP54,14,34982992,35029567
6730,SRP68,17,76038785,76072517
6731,SRP72,4,56467617,56503681
6732,SRPK1,6,35832966,35921098
6733,SRPK2,7,105114740,105399357
6734,SRPRA,11,126235930,126268895
